first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Jesse,Romero,Set designer,(521)233-7129,romerojesse@king-anderson.com,31680,6942484,2023-05-15,20,2023,ZZC31985-89-8X,electronics,audio visual,159.64,129.05,0.09,1499,4
Michele,Mcdonald,Emergency planning/management officer,435-931-4939x95137,mcdonaldm317@hess-jackson.com,38473,2436843,2023-02-18,7,2023,CAZ83007-87-9M,decor,plants,46.72,43.59,4.67,170,2
Christian,Miller,Speech and language therapist,465-206-8977,christianmiller@richardson.com,71447,6686359,2023-02-16,7,2023,MAU13971-98-9B,software,accounting,163.59,106.62,3.94,23,3
Reginald,Morton,Product/process development scientist,+1-963-375-7945x51345,mortonmusic3981@jordan.com,17699,2043686,2023-02-07,6,2023,CCC03561-75-5E,furniture,tables,931.6,470.05,6.55,5,5
Mark,Carlson,Homeopath,+1-440-667-5569x1184,m.carlson@johnson.com,81912,4654314,2023-04-16,15,2023,CXZ25648-03-8X,consumables,pens,34.4,18.25,2.95,120,1
Thomas,Campbell,Health and safety inspector,001-271-367-9375x56843,campbellthomas1892@peterson.biz,26601,8269522,2023-05-18,20,2023,CZB28228-41-7E,consumables,paper products,26.43,16.42,4.42,351,4
Mallory,Mitchell,Quarry manager,335-735-8539x4710,mitchell.mallory.7004@powell-english.com,67516,2270241,2023-02-10,6,2023,MCC94069-98-4B,software,accounting,60.59,49.33,1.29,66,7
Jacob,Goodwin,Operational researcher,001-601-794-9012x7494,goodwinyet5181@martinez.com,80875,9653301,2023-05-17,20,2023,EEB61643-76-2U,software,project management,2.19,1.36,14.91,57,7
Maria,Perez,Homeopath,(710)958-1458x944,mariaperez@allen.com,45395,5424340,2023-04-29,17,2023,DAC03696-47-4B,furniture,stands,169.81,157.24,2.62,214,0
Maria,Huffman,Prison officer,7502733630,huffman.maria.3309@rubio-bailey.info,16279,1163504,2023-04-29,17,2023,ZAZ05162-35-5X,decor,plants,0.01,0.01,8.04,173,6
Brian,Bullock,"Programmer, applications",293.376.5291,bullockb7073@brown-powell.com,55191,7718921,2023-04-13,15,2023,ZAZ05162-35-5X,decor,plants,0.01,0.01,8.04,15,2
Derek,Hale,Immigration officer,+1-393-272-0307x869,hale.d@esparza.biz,10435,8706348,2023-05-30,22,2023,UUZ82607-58-5X,decor,misc,377.81,195.12,1.02,79,5
Michael,Stanley,Charity fundraiser,(525)532-6468x4618,success.stanley@bailey.com,50111,2413212,2023-05-12,19,2023,DMX08533-64-4U,furniture,seating,117.86,106.94,4.4,17,4
Jennifer,Douglas,Corporate investment banker,5437956445,douglas.jennifer@ball-jackson.com,34259,9408634,2023-04-18,16,2023,XBU40041-09-5M,consumables,paper products,9.09,7.18,3.11,30,8
Holly,Smith,Warden/ranger,+1-559-324-1129x9245,smithholly6102@armstrong.com,43090,7514853,2023-04-25,17,2023,ZAB46262-52-6E,furniture,stands,30.21,19.49,2.62,137,0
Barry,Trujillo,"Journalist, newspaper",251-336-4062,trujilloincluding9709@kennedy-smith.com,66328,8294377,2023-05-24,21,2023,MAM14465-27-8E,furniture,tables,661.08,614.12,7.43,24,0
Tara,Chang,Curator,896-629-7162,changtara9551@mathis.org,18800,2774600,2023-01-03,1,2023,ZUM69826-74-4E,consumables,pens,120.69,86.47,2.61,48,4
Kyle,Williams,"Engineer, broadcasting (operations)",+1-432-234-2942,communitywilliams9024@taylor-padilla.biz,81012,6910540,2023-04-03,14,2023,BBB37794-88-2M,software,accounting,249.29,166.37,1.33,573,2
Carol,Anderson,Forensic psychologist,001-409-856-5738x310,andersonc5990@harper-bates.info,53305,5260621,2023-04-19,16,2023,BZD25887-03-4D,consumables,bathroom supplies,94.65,87.92,8.18,2,1
Jesse,Mcgee,Geophysical data processor,001-720-346-0452x24123,mcgeej@adams-miller.info,13616,9137048,2023-05-29,22,2023,DDC54647-18-0D,decor,wall art,22.81,12.79,2.56,37,0
Stacy,Cooper,Retail merchandiser,879.686.7495,s_cooper_1803@hall-gibson.com,90641,9761520,2023-04-05,14,2023,UUU30910-50-8B,decor,wall art,109.83,63.91,0.63,1559,1
Kendra,Garrett,Pension scheme manager,808.257.2029,garrettkendra8479@jefferson.com,24741,5662648,2023-05-07,18,2023,MMZ75256-71-7M,software,project management,43.22,40.78,16.57,87,0
Jessica,Reyes,"Production designer, theatre/television/film",5016915923,jessica.reyes@grimes.net,33615,7192064,2023-05-14,19,2023,XCC28618-95-3D,software,project management,591.91,470.91,13.84,88,0
Alan,Mendoza,Archivist,450-907-2148,miss.a@meadows.biz,39965,1351823,2023-03-18,11,2023,UUE15482-56-0X,electronics,computers,40.8,28.61,2.12,21,7
Brian,Peterson,Clinical psychologist,4475634903,petersonbrian2187@gonzales.com,33956,8464350,2023-01-28,4,2023,BDC65078-60-7M,consumables,paper products,229.74,198.38,27.51,106,1
Leah,Middleton,"Geologist, engineering",(928)705-9665,middleton.l@harris-turner.biz,34878,3443266,2023-05-17,20,2023,UUU30910-50-8B,decor,wall art,109.83,63.91,0.63,76,0
Kelly,Brown,Animal technologist,(473)765-3216x484,brownrepresent@willis.net,87722,2857423,2023-03-20,12,2023,UEU57935-93-6A,software,logistics,100.09,85.84,1.2,258,1
Kristin,Anderson,Social researcher,983-362-9449,andersonred7661@dalton.net,56935,5799849,2023-02-10,6,2023,BMZ15504-78-4X,furniture,tables,63.82,40.05,4.7,333,3
Michael,Moreno,Child psychotherapist,585.462.8964,morenomichael@cox-allen.com,79966,7843518,2023-04-11,15,2023,XMB83748-86-0U,consumables,pens,50.06,36.96,10.69,82,5
Jeremy,Carter,"Nurse, children's",4813120930,jeremycarter8855@cunningham.info,99390,6042281,2023-02-15,7,2023,EED39742-71-4Z,consumables,kitchen supplies,78.18,42.72,0.78,150,2
David,Moore,"Psychologist, counselling",539.493.2711,d.moore@brooks.biz,91809,8252514,2023-02-16,7,2023,DEM63957-60-0U,furniture,stands,5.7,4.73,3.0,57,5
Dylan,Ramirez,Hospital doctor,(705)408-6720,ramirezauthority7757@guerra.com,48148,5349155,2023-02-26,8,2023,DDE12879-49-4A,consumables,kitchen supplies,6.64,3.79,1.92,228,0
Susan,Glover,Industrial/product designer,001-874-645-1061x557,sglover@ellis.com,20849,5928484,2023-04-02,13,2023,UDU71983-12-5A,furniture,tables,196.08,145.92,2.76,528,2
Sandra,Davies,"Engineer, structural",(975)226-6906x2689,davieslast576@holmes-benson.info,36017,1571547,2023-03-03,9,2023,XED42806-14-3M,consumables,paper products,3.28,2.09,1.04,41,0
Brandon,Kelley,Database administrator,+1-234-384-9980x9835,kelley.culture@clay.com,73876,7842005,2023-04-10,15,2023,CEA34197-91-8D,consumables,paper products,27.83,24.97,5.25,937,5
Karen,Raymond,Advice worker,+1-495-245-2769x1485,kraymond4367@pham-mendez.org,51173,2098740,2023-05-05,18,2023,ZBZ76765-83-2X,electronics,telecom,222.03,155.57,1.33,34,0
Katie,Johnson,Barrister,(655)397-0150x2504,johnson.k@lambert.com,54940,5134414,2023-04-05,14,2023,ZAE56533-39-8U,decor,wall art,4.22,3.65,1.82,28,2
Derrick,Moore,Musician,358.661.5483,derrick.moore.2602@pope.info,41908,2066392,2023-01-22,3,2023,EUD29711-63-6U,decor,wall art,1096.8,762.71,7.5,130,6
Emily,White,"Producer, radio",001-750-271-6224x807,whitee@powell.com,86106,7574648,2023-05-09,19,2023,ZBZ76765-83-2X,electronics,telecom,222.03,155.57,1.33,127,2
Paula,Garrett,"Designer, graphic",(570)882-9758x645,garrettpaula@fuller.net,12789,4412754,2023-03-24,12,2023,CCU49971-42-9U,furniture,tables,100.4,73.05,9.22,27,4
Walter,Tran,Public relations account executive,509.895.5322x0674,tranw@cain-williams.com,16624,3391715,2023-04-12,15,2023,MUD38880-38-1M,consumables,bathroom supplies,39.25,23.54,6.83,137,0
Jonathan,Kennedy,Textile designer,832.240.4049x974,kennedy_j@murray.com,52670,8079168,2023-02-07,6,2023,ZAE56533-39-8U,decor,wall art,4.22,3.65,1.82,9,0
Angela,Everett,Osteopath,729-620-6192x875,aeverett@rodriguez.com,66037,9958349,2023-01-29,4,2023,XEX62057-23-6X,consumables,kitchen supplies,11.41,8.1,8.14,56,4
Kristin,Anderson,Social researcher,983-362-9449,andersonred7661@dalton.net,56935,8207282,2023-05-11,19,2023,ZCC76465-29-9B,furniture,tables,428.28,326.96,4.32,466,6
Larry,Mccoy,Make,001-392-820-6042x2668,mccoylarry@logan.com,22952,3122057,2023-03-29,13,2023,DCU33043-44-1E,consumables,pens,319.5,245.71,5.59,3,1
James,Carlson,Press sub,001-347-367-6286,jcarlson936@rhodes-mcguire.biz,28011,3776383,2023-03-20,12,2023,MMZ38799-96-4D,furniture,seating,42.74,37.39,9.18,118,3
Christine,Williams,Counselling psychologist,636-458-4376x958,accountc@daniels.org,73156,1321876,2023-03-10,10,2023,XUM32408-12-3A,furniture,tables,1.05,0.71,7.57,2585,0
Billy,Sloan,Dispensing optician,(965)478-0793x789,sloan.skin@mitchell.org,54350,6959503,2023-05-19,20,2023,DEC92033-19-9C,electronics,telecom,6.09,5.5,1.38,143,4
Isabella,Spencer,"Engineer, structural",793-561-3362x135,spencerisabella@white.com,86113,9581047,2023-03-02,9,2023,MMZ75256-71-7M,software,project management,43.22,40.78,16.57,196,6
Christopher,Ortiz,Printmaker,759.426.7676x6963,c.ortiz.9576@morris.com,94752,6161293,2023-01-19,3,2023,UEZ32824-99-6A,consumables,bathroom supplies,244.93,169.41,1.47,232,4
Shelby,Williams,Colour technologist,664.584.8160x389,williamstry70@armstrong.com,77184,3997716,2023-05-28,21,2023,AAD15703-65-3A,furniture,stands,7.58,4.06,8.73,36,1
Katie,Johnson,Barrister,(655)397-0150x2504,johnson.k@lambert.com,54940,4222512,2023-04-29,17,2023,ZCD62420-16-0B,decor,plants,246.82,198.43,1.45,12444,9
Michael,Woods,Primary school teacher,+1-717-847-3454x9301,woods.michael.3983@kennedy.com,25185,5728439,2023-04-22,16,2023,BCZ39784-86-5U,furniture,stands,104.65,88.13,8.67,193,1
Sherry,Williams,Wellsite geologist,4379701853,operation.williams.1930@garcia.com,71919,7112050,2023-03-02,9,2023,XMM58179-13-2D,furniture,seating,310.36,280.49,12.0,71,1
Claire,Serrano,Biomedical scientist,001-667-417-7335x439,claireserrano6407@rivera.info,86045,3625586,2023-01-30,5,2023,DDE12879-49-4A,consumables,kitchen supplies,6.64,3.79,1.92,208,5
Daniel,Carrillo,Education administrator,(752)355-9373x6657,pullcarrillo@wong-copeland.com,17254,5127879,2023-04-02,13,2023,EUE64706-59-1X,furniture,seating,461.3,247.94,1.86,85,4
James,Wilkinson,"Conservator, museum/gallery",991.297.5872x313,jamesperson@gonzalez-hoffman.biz,17697,2168237,2023-03-18,11,2023,UBB29009-68-1Z,furniture,tables,128.33,96.5,3.83,15,1
Alexis,Lowe,Toxicologist,+1-394-981-7836x8587,loweown@singh.com,82075,9597005,2023-02-06,6,2023,XZZ76042-95-6X,consumables,paper products,5.17,3.53,6.9,36,5
Megan,Powell,Human resources officer,707.285.1167x7011,powell.megan@evans.com,84878,3949127,2023-03-09,10,2023,CZB28228-41-7E,consumables,paper products,26.43,16.42,4.42,42,3
Peter,Roberts,Architectural technologist,9238354425,roberts.peter@warren-sandoval.com,85413,1679332,2023-01-23,4,2023,CZC97008-29-8E,consumables,misc,209.6,116.11,10.74,66,1
Ashley,Reid,Make,(896)614-8287x66030,reid.a.7844@brown.com,64563,7154120,2023-05-03,18,2023,UAD83949-77-8U,consumables,paper products,170.33,105.07,2.82,223,6
Victor,Griffith,Structural engineer,001-234-380-1800,victorgriffith@contreras.com,96736,9366492,2023-05-16,20,2023,DMA18077-14-5B,consumables,paper products,16.53,12.82,11.84,6,4
Julia,Mason,Multimedia specialist,001-255-966-2146,masonj@lawrence-martinez.com,83686,9429738,2023-02-23,8,2023,MMX68420-20-5Z,consumables,bathroom supplies,27.58,18.29,3.87,61,0
Philip,Curtis,"Geneticist, molecular",(231)397-3963,agent.philip@banks.com,18975,8435012,2023-02-08,6,2023,BAB21028-35-2Z,consumables,kitchen supplies,81.23,69.22,6.64,16,5
Pamela,Campbell,"Development worker, community",(379)279-3345,campbell.p@mays-clark.com,85152,7416166,2023-05-16,20,2023,XMM04819-64-6E,decor,plants,9.74,8.69,2.86,80,0
Anthony,Smith,Immigration officer,310.286.2920x97581,smitha4220@lewis.biz,62732,2122717,2023-02-14,7,2023,MDA45663-58-3B,consumables,kitchen supplies,333.49,225.79,2.52,20,1
Katie,Johnson,Barrister,(655)397-0150x2504,johnson.k@lambert.com,54940,6130742,2023-05-07,18,2023,XAD29989-39-3C,consumables,kitchen supplies,37.14,27.5,4.0,283,4
Vincent,Davis,"Designer, exhibition/display",(388)713-4554,davisvincent3740@lopez-king.net,53409,2959077,2023-03-20,12,2023,BZM94707-51-4Z,furniture,stands,74.86,45.17,2.3,297,0
Laura,Gallegos,Equality and diversity officer,976-879-8045x031,druggallegos@burgess.biz,39141,1954224,2023-02-08,6,2023,MXX42023-02-3M,furniture,stands,87.43,45.64,0.17,62,4
Raymond,Valenzuela,"Engineer, chemical",724.425.6664x39276,r.valenzuela@brooks.com,96713,9923323,2023-02-19,7,2023,MMX03475-50-9B,electronics,telecom,32.6,24.25,0.48,13,1
Alexa,Green,"Editor, commissioning",(460)300-0913x0355,personal.green@cain.biz,49300,1621554,2023-02-27,9,2023,CXU57215-71-9M,consumables,kitchen supplies,127.77,96.82,4.84,60,1
Heather,Day,Regulatory affairs officer,(251)730-3328x301,dayh@hughes.net,43607,7709756,2023-01-17,3,2023,ZBB37981-57-0A,software,accounting,122.15,76.81,1.17,460,5
Dennis,Hawkins,"Social research officer, government",001-214-888-5838x7410,hawkins.dennis.5195@lee.com,85931,7192513,2023-02-13,7,2023,DZE97571-62-1X,furniture,stands,3.27,2.52,5.06,359,5
Amy,Leach,Data processing manager,(429)706-0482x48605,leach.bring.5704@myers-snow.com,40214,5895006,2023-02-28,9,2023,DBA45511-20-8X,decor,wall art,7.06,3.94,2.94,151,0
Traci,Robertson,Customer service manager,(573)391-8828x926,robertsonwill@bradley.com,54340,5326098,2023-04-22,16,2023,CCE59523-35-9E,consumables,kitchen supplies,90.94,48.08,15.69,45,1
Michael,Davis,Financial trader,400-313-6073x3811,davismichael@robinson.com,13021,9191950,2023-04-07,14,2023,UCA28532-31-0B,software,logistics,83.13,51.6,2.25,2554,7
Lauren,Jones,Architect,785-820-6323,jones.security.7283@gibson.com,84344,1847973,2023-05-23,21,2023,BZA26056-26-5E,furniture,tables,77.67,63.44,6.85,31,6
Walter,Tran,Public relations account executive,509.895.5322x0674,tranw@cain-williams.com,16624,2583268,2023-04-25,17,2023,MEE34379-21-8D,consumables,bathroom supplies,105.19,98.53,8.88,68,2
William,Hart,Legal executive,(836)750-9128x69847,w.hart.3869@ramos.com,31229,8660337,2023-05-22,21,2023,CDU12282-58-2C,consumables,bathroom supplies,5.91,5.08,3.24,80,1
Troy,Webb,Outdoor activities/education manager,356.266.1018x43316,t.webb@rocha.com,37784,8058480,2023-03-04,9,2023,MBC22182-34-2X,consumables,paper products,26.66,24.44,6.29,157,3
Judy,Miller,Museum/gallery curator,543.729.1387,millerj4811@campbell.com,48554,4285279,2023-01-14,2,2023,BUB22073-34-0E,furniture,tables,8.79,5.84,1.53,192,2
Rebecca,Hall,Armed forces technical officer,5805574114,hall.rebecca.4401@webb.com,46804,9075273,2023-04-12,15,2023,AUM78855-69-8C,consumables,bathroom supplies,63.78,37.88,3.8,187,3
Dustin,Morales,Field seismologist,(387)333-9913x379,moralesd2244@burke-cardenas.com,43867,1598303,2023-01-30,5,2023,MBZ79590-81-3M,consumables,pens,410.88,315.0,0.54,80,1
Kenneth,Reyes,Software engineer,266.627.1094,reyes.kenneth.2508@poole-walker.com,81150,2972741,2023-01-23,4,2023,EMX21429-07-6D,furniture,tables,7.98,6.26,7.05,986,2
Cynthia,Townsend,Geographical information systems officer,001-290-217-3130,cynthia.townsend.7577@white.info,88326,4710293,2023-02-08,6,2023,DBE42716-07-1U,consumables,paper products,37.71,35.55,0.5,138,2
Crystal,Price,Market researcher,(351)733-2329,cprice5576@mccann.info,29579,2867459,2023-02-03,5,2023,XEX62057-23-6X,consumables,kitchen supplies,11.41,8.1,8.14,40,2
Victor,Mcguire,Ranger/warden,(441)754-9185x500,mcguirev@davies.com,60730,7615417,2023-05-24,21,2023,UDX79920-04-2M,electronics,audio visual,3.1,1.67,9.41,510,5
Michele,Johnson,Race relations officer,303-544-4504,johnson_teach@medina.com,94675,8358758,2023-02-12,6,2023,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,37,4
Mark,Franklin,Therapeutic radiographer,(758)736-8281,franklinm9156@adams-ortiz.com,47507,2982625,2023-02-03,5,2023,CXU60946-73-5B,consumables,bathroom supplies,136.13,111.47,5.65,78,6
Mark,Franklin,Therapeutic radiographer,(758)736-8281,franklinm9156@adams-ortiz.com,47507,9791028,2023-04-22,16,2023,XAU15186-32-9C,consumables,paper products,229.97,147.96,10.93,122,3
Paige,Moreno,Electrical engineer,(573)723-1800x717,morenopaige@rivera.com,38158,7414192,2023-05-10,19,2023,UDB96033-17-7D,decor,misc,627.9,484.75,15.74,1263,3
Jenna,Howard,Museum education officer,(527)695-3424,howardjenna88@cannon.com,52678,4336196,2023-01-30,5,2023,AEE37351-26-7B,software,logistics,2.55,1.83,34.85,63,7
Marissa,Gray,Call centre manager,001-462-555-7668x9849,m_gray_7022@williams.org,92201,6371804,2023-01-17,3,2023,XAB35085-22-8M,decor,plants,226.87,157.65,9.13,315,2
Tina,Lucas,Farm manager,(373)754-3953,tinalucas@becker-lindsey.com,10846,1259416,2023-02-20,8,2023,ZXX07899-21-3M,software,accounting,68.31,45.51,3.53,63,6
Nathan,Baker,Accounting technician,827-788-8123x012,bakernathan@benson.com,46554,8184928,2023-03-07,10,2023,CDC68155-72-7M,furniture,seating,157.55,130.71,4.02,60,8
Peter,Andrews,Video editor,396.538.3105,pandrews6748@poole-blanchard.com,31715,9638802,2023-03-16,11,2023,CCU64392-85-7A,furniture,tables,517.96,401.92,2.5,672,4
Henry,Diaz,Paediatric nurse,(870)295-0273x9818,diaz_h@jackson.com,61197,1096272,2023-04-11,15,2023,XEE78402-16-3U,consumables,misc,126.16,97.61,12.28,42,1
Dwayne,Bell,Chief Financial Officer,606-619-7667x9508,belld@galvan.com,24007,1332372,2023-05-21,20,2023,DBC68932-46-8B,furniture,seating,57.19,50.85,13.08,37,5
Emily,Williams,Exercise physiologist,(716)581-7027x94327,emilywilliams@powell.info,15318,7722808,2023-01-12,2,2023,MZZ55478-77-1A,consumables,pens,20.8,11.11,4.04,152,0
Heather,Taylor,Engineering geologist,(856)727-5867x6790,taylorheather@carter.info,22051,8570790,2023-04-01,13,2023,UXD21719-65-9A,consumables,kitchen supplies,22.91,20.4,1.63,487,1
Monica,Estrada,Theatre manager,(664)504-6707,estrada_m@smith.com,11015,6960708,2023-05-02,18,2023,UDX87151-09-5D,decor,plants,280.81,203.46,1.62,25,0
Matthew,Schneider,Haematologist,262.749.2482x447,schneider.matthew@hernandez-williams.biz,63806,1479597,2023-03-14,11,2023,UUZ82607-58-5X,decor,misc,377.81,195.12,1.02,363,0
William,Savage,Minerals surveyor,534.689.6772,savagewilliam@johnson.com,30339,9375270,2023-02-14,7,2023,BUC87203-00-6A,decor,plants,141.55,95.32,12.89,116,0
Tina,Snow,"Psychotherapist, dance movement",237-639-1906,tina.drop.1058@sanders.com,51200,6373200,2023-03-31,13,2023,CBE19849-26-6Z,software,accounting,214.87,128.09,0.32,53,0
Mark,Buchanan,Colour technologist,+1-209-984-3834x55401,buchanan_listen_8845@mooney-brown.com,44795,7641819,2023-05-13,19,2023,CDU54038-40-4C,consumables,misc,604.78,568.45,0.26,3997,1
William,Jones,Osteopath,984.810.8661x5880,wsport6944@hill-moses.com,69528,5478061,2023-04-19,16,2023,MXM50838-84-2C,software,accounting,5.04,4.6,5.7,98,5
Anthony,Tucker,"Designer, blown glass/stained glass",+1-503-460-2669,tuckera@nguyen.com,32500,7106449,2023-01-30,5,2023,ZBZ89373-66-4A,consumables,kitchen supplies,227.21,157.19,5.04,10,4
Jane,Glover,Conference centre manager,873-282-1571x7189,gloverjane@perkins.net,81533,6780210,2023-04-16,15,2023,MAX29422-46-3A,software,accounting,32.95,22.27,6.4,113,1
Amanda,Burnett,Records manager,(959)858-6180x6708,evidence.amanda@clark.biz,77354,9514422,2023-04-07,14,2023,XZZ76042-95-6X,consumables,paper products,5.17,3.53,6.9,385,0
Matthew,Orozco,Research scientist (maths),+1-259-213-7449x4333,orozcomatthew@carr.com,67407,9792855,2023-04-11,15,2023,MEA45053-47-0Z,software,project management,105.68,53.43,1.59,304,0
Victoria,Lawrence,Technical sales engineer,+1-355-548-7805,lawrence.form.5411@martinez.biz,32783,7693813,2023-05-10,19,2023,XMZ38239-49-3D,furniture,stands,1.48,1.22,18.04,214,2
Christina,Bell,Consulting civil engineer,(553)442-6704x02089,bell.christina.6664@payne.info,88685,4831711,2023-04-15,15,2023,UUE11223-33-8E,consumables,misc,1.49,0.84,9.23,205,3
Billy,Sloan,Dispensing optician,(965)478-0793x789,sloan.skin@mitchell.org,54350,7688611,2023-01-08,1,2023,CUD90717-60-5M,software,accounting,91.35,81.11,5.22,40,0
John,Martin,Housing manager/officer,001-587-480-7862,martinletter@dunn-jensen.com,22833,7220736,2023-05-27,21,2023,UAE18812-78-4C,consumables,bathroom supplies,116.87,77.0,1.82,5,4
Christopher,Hanson,"Surveyor, land/geomatics",(580)667-3817x00993,hanson.reason@schultz-kim.com,76087,4736951,2023-03-03,9,2023,MCM87327-82-2U,consumables,kitchen supplies,7.24,5.52,2.86,154,9
Mark,Thompson,"Journalist, broadcasting",529-839-1559x9494,markthompson9289@long.com,21314,7587706,2023-01-17,3,2023,MMX89986-22-4B,furniture,tables,549.52,453.01,0.9,22,4
Troy,Webb,Outdoor activities/education manager,356.266.1018x43316,t.webb@rocha.com,37784,7728734,2023-04-09,14,2023,EUU77383-46-2B,consumables,pens,117.93,83.3,11.78,15,0
Christopher,Ortiz,Printmaker,759.426.7676x6963,c.ortiz.9576@morris.com,94752,5985443,2023-03-12,10,2023,MCU34023-31-7M,consumables,misc,60.92,57.13,1.07,207,0
Erica,Hayes,Clinical biochemist,+1-536-740-7321x8816,hayeserica@lyons.com,86487,1667345,2023-04-25,17,2023,BMD72525-90-2X,consumables,bathroom supplies,460.2,407.68,2.6,143,2
